id	text	misogynous	aggressiveness	nps	clean
2225	porca puttana mi manca Jonghyun	0	0	porca puttana mi Jonghyun	porca puttana mi manca jonghyun
2226	Ma vaffanculo che culo dimmerda porca puttana dai	0	0	Ma vaffanculo che culo dimmerda porca puttana dai	ma vaffanculo che culo dimmerda porca puttana dai
2227	STIAMO PERDENDO DUE A ZERO PER DUE AUTOGOL MA CHE CAZZO STO VEDENDO PORCA PUTTANA	0	0	STIAMO PERDENDO DUE A ZERO PER DUE AUTOGOL MA CHE CAZZO STO VEDENDO PORCA PUTTANA	stiamo perdendo due a zero per due autogol ma che cazzo sto vedendo porca puttana
2228	DUE AUTOGOL DI MERDA. MA PORCA PUTTANA #BarcaRoma	0	0	DUE AUTOGOL DI MERDA. MA PORCA PUTTANA #BarcaRoma	due autogol di merda. ma porca puttana #barcaroma
2229	Piasse per culo da soli porca puttana!!! Stanno a gioca co Barcellona	0	0	Piasse per culo da soli porca puttana!! co Barcellona	piasse per culo da soli porca puttana!!! stanno a gioca co barcellona
2230	Non è possibile sta sfiga,altro autogol,porca puttana	0	0	Non è possibile sta sfiga,altro autogol,porca puttana	non è possibile sta sfiga,altro autogol,porca puttana
2231	porca di quella puttana santa mi sono spoilerata tokyo ghoul ma uno spoiler gigante che cazzo lo scrivono tra parentesj se è così. Importante	0	0	porca di quella puttana santa mi tokyo ghoul ma uno spoiler gigante che cazzo lo scrivono tra parentesj	porca di quella puttana santa mi sono spoilerata tokyo ghoul ma uno spoiler gigante che cazzo lo scrivono tra parentesj se è così. importante
2232	Porca puttana mi farà morire lo so. https://t.co/JPQtlY0t4O	0	0	Porca puttana mi lo	porca puttana mi farà morire lo so.
2233	2 autogol e Pique. Porca puttana ladra, Dio non può esistere, fanculo	0	0	2 autogol e Pique. Porca puttana ladra, Dio , fanculo	2 autogol e pique. porca puttana ladra, dio non può esistere, fanculo
2234	@LorenzoGar Ma voi figli di troia senza juventus non sapete che cazzo scrivere? Contenti voi https://t.co/EKdsg4M4VD	0	0	Ma voi figli di troia senza juventus cazzo voi	ma voi figli di troia senza juventus non sapete che cazzo scrivere? contenti voi
2235	Non sono una appassionata di calcio ma...porca puttana #BarcaRoma	0	0	Non sono una appassionata di calcio ma...porca puttana #BarcaRoma	non sono una appassionata di calcio ma...porca puttana #barcaroma
2236	Porca puttana ..ma chi sei Di Francesco qualsiasi per andare al Camp Nou e sul 2-0 ti fai beccare in contropiede contro giocatori come Leo,Il Mago,Suarez ....chi sei??tu che che non hai vinto nulla.Aspetta e cerca con calma un goal in trasferta piagnucoloso !	0	0	Porca puttana .. ma chi sei Di Francesco qualsiasi per andare al Camp Nou e sul 2-0 ti in contropiede contro giocatori come Leo,Il Mago, Suarez ....chi sei??tu che che non hai vinto nulla. con calma un goal in trasferta piagnucoloso	porca puttana ..ma chi sei di francesco qualsiasi per andare al camp nou e sul 2-0 ti fai beccare in contropiede contro giocatori come leo,il mago,suarez ....chi sei??tu che che non hai vinto nulla.aspetta e cerca con calma un goal in trasferta piagnucoloso !
2237	ho sonno e sono ancora dannatamente fuori ma chi me lo fa fare a uscire ma porca puttana	0	0	sonno e sono ancora dannatamente fuori ma chi me lo fa fare a uscire ma porca puttana	ho sonno e sono ancora dannatamente fuori ma chi me lo fa fare a uscire ma porca puttana
2238	Ieri una commessa mi ha dato della tettona, “Ah Signó la sostanza c’è “Non entrerò mai più in un negozio Diesel se non con commessi uomini.	0	0	una commessa mi della tettona “Ah Signó la sostanza c’è in un negozio Diesel se non con commessi uomini	ieri una commessa mi ha dato della tettona, “ah signó la sostanza c’è “non entrerò mai più in un negozio diesel se non con commessi uomini.
2239	Cara @uk puoi spiegare a @spain come si exit dall’Europa almeno ci lasciate qualcosa anche a noi.... porca puttana!?#BarcaRoma	0	0	Cara @uk si dall’Europa ci qualcosa anche a noi .... porca puttana!?#BarcaRoma	cara puoi spiegare a come si exit dall’europa almeno ci lasciate qualcosa anche a noi.... porca puttana!?#barcaroma
2240	https://t.co/eMqyb4JHvl CAZZO CHE ROBA PORCA PUTTANA	0	0	https://t.co/eMqyb4JHvl CAZZO CHE ROBA PORCA PUTTANA	cazzo che roba porca puttana
2241	brava brava entra nel lato oscuro e ultima tutti gli NCT &gt;:]] — PORCA PUTTANA QUANTO MI STO PREOCCUPANDONo no no, ecco io gli NCT non volevo stannarli proprio p... https://t.co/nAkwdHOdmh	0	0	nel lato oscuro e ultima tutti gli NCT & gt — PORCA PUTTANA QUANTO MI STO PREOCCUPANDONo no no, ecco io gli NCT p https://t.co/nAkwdHOdmh	brava brava entra nel lato oscuro e ultima tutti gli nct &gt;:]] — porca puttana quanto mi sto preoccupandono no no, ecco io gli nct non volevo stannarli proprio p...
2242	PORCA PUTTANA PORCA PUTTANA CHE CAZZO HA PARATO TER STEGEN	0	0	PUTTANA CHE CAZZO PARATO TER STEGEN	porca puttana porca puttana che cazzo ha parato ter stegen
2243	Porca troia lurida, non voleva entrà Dio Madonna	0	0	Porca troia lurida, Dio Madonna	porca troia lurida, non voleva entrà dio madonna
2244	@Luca100celleASR ?????porca puttana come stamo	0	0	@Luca100celleASR ?????porca puttana come stamo	?????porca puttana come stamo
2245	Scena spettacolo!questa dell'accendino porca puttana!	0	0	Scena spettacolo!questa dell'accendino porca puttana!	scena spettacolo!questa dell'accendino porca puttana!
2246	"mia sorella, genio, invece di chiedere personalmente a me se lo volessi o meno, ha chiesto a mia mamma: dici che martina lo vuole?"" e mia mamma ovviamente ha risposto ""no dai ha già l'altro che funziona""cioè ho praticamente la batteria andata a puttane ma fa niente"""	0	0	"mia sorella, genio, a me lo a mia mamma martina lo mia mamma già l'altro che funziona""cioè ho praticamente la batteria andata a puttane ma fa niente"""	"mia sorella, genio, invece di chiedere personalmente a me se lo volessi o meno, ha chiesto a mia mamma: dici che martina lo vuole?"" e mia mamma ovviamente ha risposto ""no dai ha già l'altro che funziona""cioè ho praticamente la batteria andata a puttane ma fa niente"""
2247	Ma che cazzo ho in testa porca di quella troia non riesco più a controllarmi	0	0	che cazzo in testa porca di quella troia	ma che cazzo ho in testa porca di quella troia non riesco più a controllarmi
2248	E mettetela sta cazzo di Var in Europa porca puttana. O non la mettono altrimenti Barca e Real non vincono + ? L’anno scorso col Psg in casa il Barca è stato stra-aiutato dall’arbitro. Questa sera contro la Roma pure uno schifo.	0	0	cazzo di Var in Europa porca puttana la Barca e Real L’anno scorso col Psg in casa il Barca dall’arbitro Questa sera contro la Roma pure uno schifo.	e mettetela sta cazzo di var in europa porca puttana. o non la mettono altrimenti barca e real non vincono + ? l’anno scorso col psg in casa il barca è stato stra-aiutato dall’arbitro. questa sera contro la roma pure uno schifo.
2249	Nei drama ci sono alcuni personaggi femminili così stupidi ma COSÌ STUPIDI che porca troia gli schiaffi, sono irritanti	0	0	Nei drama ci alcuni personaggi femminili così stupidi ma COSÌ STUPIDI che porca troia gli schiaffi,	nei drama ci sono alcuni personaggi femminili così stupidi ma così stupidi che porca troia gli schiaffi, sono irritanti
2250	Sintesi: Barcellona culona, De Rossi come CR7. Entrambi applauditi dai tifosi avversari. #BarcaRoma #BarcellonaRoma	0	0	Sintesi: Barcellona culona, De Rossi come CR7. Entrambi applauditi dai tifosi avversari. BarcaRoma # BarcellonaRoma	sintesi: barcellona culona, de rossi come cr7. entrambi applauditi dai tifosi avversari. #barcaroma #barcellonaroma
2251	@methoOd_ Avessimo vinto oggi, porca puttana...	0	0	@methoOd_ Avessimo porca puttana	avessimo vinto oggi, porca puttana...
2252	Secondo me ve la cercate da soli, non è possibile che non capiate determinate cose e non è possibile che rompete così tanto i coglioni. Trovatevi qualcosa da fare porca puttana e lasciate la gente in pace	0	0	Secondo me ve la determinate cose tanto i coglioni Trovatevi qualcosa da fare porca puttana e lasciate la gente in pace	secondo me ve la cercate da soli, non è possibile che non capiate determinate cose e non è possibile che rompete così tanto i coglioni. trovatevi qualcosa da fare porca puttana e lasciate la gente in pace
2253	PORCA PUTTANA VOGLIO QUESTO VIDEO COME PINNED https://t.co/4C51Emira0	0	0	VIDEO PINNED https://t.co/4C51Emira0	porca puttana voglio questo video come pinned
2254	Cereali e basta?Ma porca puttana gioia mia, svegliati!?#chilhavisto	0	0	Cereali e basta?Ma porca gioia mia	cereali e basta?ma porca puttana gioia mia, svegliati!?#chilhavisto
2255	raga ma QUANTO CAZZO ERA BELLO CON QUEL COMPLETO ROSA PORCA PUTTANA  #HarryStylesLiveOnTourbologna	0	0	raga ma QUANTO CAZZO ERA BELLO CON QUEL COMPLETO ROSA PORCA PUTTANA  #HarryStylesLiveOnTourbologna	raga ma quanto cazzo era bello con quel completo rosa porca puttana #harrystylesliveontourbologna
2256	Ma non solo lui eh, anche sua sorella. E sono così stanca porca puttana, così stanca di essere così diversa. Io sono sempre quella che viene derisa nelle cose, sempre. Sempre messa al secondo posto, trattata male, battutone del cazzo dove solo loro ridono e hanno un idea di me +	0	0	Ma non solo lui eh, anche sua sorella. porca puttana di essere così diversa Io sono sempre quella che viene derisa nelle cose, sempre. al secondo posto battutone del cazzo dove solo loro ridono e hanno un idea di me +	ma non solo lui eh, anche sua sorella. e sono così stanca porca puttana, così stanca di essere così diversa. io sono sempre quella che viene derisa nelle cose, sempre. sempre messa al secondo posto, trattata male, battutone del cazzo dove solo loro ridono e hanno un idea di me +
2257	Così sbagliata che sembra che in tutti questi anni non siano nulla. Sette quasi otto anni di amicizia e sembra che non capiscono un cazzo di me, con tutto che io gli ho sempre dato me stessa. Sempre. In ogni situazione. E lui porca puttana, prima dice una cosa e poi +	0	0	che che in tutti questi anni non siano nulla Sette quasi otto anni di amicizia e sembra che non capiscono un cazzo di me, con tutto che io gli ho sempre dato me stessa. In ogni situazione. E lui porca puttana, prima dice una cosa e poi +	così sbagliata che sembra che in tutti questi anni non siano nulla. sette quasi otto anni di amicizia e sembra che non capiscono un cazzo di me, con tutto che io gli ho sempre dato me stessa. sempre. in ogni situazione. e lui porca puttana, prima dice una cosa e poi +
2258	DIO BENEDICA IL MIO NASO CHE È L'UNICA COSA DECENTE CHE HO E CHE MIA MAMMA MI HA PASSATO ANCHE SE LEI È RUSSA E QUINDI FIGA DAL PRINCIPIO E POTEVA PASSARMI PIÙ GENI DELLA FIGAGGINE MA VABBÈ DAI https://t.co/H3tZOTnBfq	0	0	DIO BENEDICA IL MIO NASO CHE È L'UNICA COSA DECENTE CHE HO E CHE MIA MAMMA MI PASSATO SE LEI È RUSSA E QUINDI FIGA DAL PRINCIPIO E POTEVA PASSARMI PIÙ GENI DELLA FIGAGGINE MA VABBÈ DAI https://t.co/H3tZOTnBfq	dio benedica il mio naso che è l'unica cosa decente che ho e che mia mamma mi ha passato anche se lei è russa e quindi figa dal principio e poteva passarmi più geni della figaggine ma vabbè dai
2259	@covetharry @rescuemeniall_ porca puttana	0	0	@covetharry @rescuemeniall_ porca puttana	porca puttana
2260	L'errore di Gonalons mi torna in mente quando mi distraggo, come un flash. Che mazzata, porca puttana ragazzi. Incredibile. Conoscevo un giocatore differente, l'opposto di questo qua. Mah	0	0	L'errore di Gonalons mi in mente mi come un flash Che mazzata, porca puttana ragazzi. un giocatore differente , l'opposto di questo qua	l'errore di gonalons mi torna in mente quando mi distraggo, come un flash. che mazzata, porca puttana ragazzi. incredibile. conoscevo un giocatore differente, l'opposto di questo qua. mah
2261	sento che sta per venirmi un gran mal di testa porca puttana voglio morire https://t.co/ANc6oVdmYe	0	0	un gran mal di testa porca puttana https://t.co/ANc6oVdmYe	sento che sta per venirmi un gran mal di testa porca puttana voglio morire
2262	@_schiaffino__ Spero che a tutti sia chiaro chi è questo figlio di puttana. E nessuno mi cago il cazzo per l'insulto, perché l'unico insulto è chi sfrutta le paure dei tifosi per cercare di attirare l'attenzione	0	0	a tutti è questo figlio di puttana nessuno mi il cazzo per l'insulto perché l'unico insulto è chi sfrutta le paure dei tifosi per cercare di attirare l'attenzione	spero che a tutti sia chiaro chi è questo figlio di puttana. e nessuno mi cago il cazzo per l'insulto, perché l'unico insulto è chi sfrutta le paure dei tifosi per cercare di attirare l'attenzione
2263	porcoddioooooo non entravo su whatsapp da mezz’ora e neanche mi serviva ma ci sono entrata un secondo ora per una cosa e papà mi ha scritto “non fare tardi” mannaggia la troia mi becca sempre ma che cazzo ha le spie.	0	0	su whatsapp mezz’ mi ci un secondo ora per una cosa e papà mi la troia mi che cazzo le spie	porcoddioooooo non entravo su whatsapp da mezz’ora e neanche mi serviva ma ci sono entrata un secondo ora per una cosa e papà mi ha scritto “non fare tardi” mannaggia la troia mi becca sempre ma che cazzo ha le spie.
2264	Continuo a guardare quella foto. Porca puttana che male.	0	0	quella foto Porca puttana che male.	continuo a guardare quella foto. porca puttana che male.
2265	Ogni volta che leggo se l'è cercata provo schifo. La #violenza non si cerca, è lei che cerca te. @AsiaArgento @MIRIANA_TREV	0	0	Ogni volta che leggo se l'è cercata La #violenza si è lei che cerca te @AsiaArgento @MIRIANA_TREV	ogni volta che leggo se l'è cercata provo schifo. la #violenza non si cerca, è lei che cerca te.
2266	alla guerra fredda dei #Dazi rispondiamo con accordi bilaterali con sia con cina che trump come manco la peggio puttanona!!	0	0	alla guerra fredda dei #Dazi con accordi bilaterali con sia con cina che trump come manco la peggio puttanona	alla guerra fredda dei #dazi rispondiamo con accordi bilaterali con sia con cina che trump come manco la peggio puttanona!!
2267	"Ehi Jules, e #SeImparassimo a guardare l'orizzonte con gli occhi speranzosi dell'esploratore?""""Porca puttana Luke, l'ultimo mio barlume di speranza si è spento nel momento in cui ho realizzato che non mi pagherai mai tutte le birre che hai bevuto.""#unTemaAlGiorno"""	0	0	"Ehi Jules, e #SeImparassimo a guardare l'orizzonte con gli occhi speranzosi dell'esploratore?""""Porca puttana Luke, l'ultimo mio barlume di speranza si nel momento in cui ho realizzato che non mi pagherai mai tutte le birre che hai bevuto"	"ehi jules, e #seimparassimo a guardare l'orizzonte con gli occhi speranzosi dell'esploratore?""""porca puttana luke, l'ultimo mio barlume di speranza si è spento nel momento in cui ho realizzato che non mi pagherai mai tutte le birre che hai bevuto.""#untemaalgiorno"""
2268	"RT @FuegoDude80: Ehi Jules, e #SeImparassimo a guardare l'orizzonte con gli occhi speranzosi dell'esploratore?""""Porca puttana Luke, l'ult…"""	0	0	"RT @FuegoDude80: Ehi Jules, e # SeImparassimo l'orizzonte con gli occhi speranzosi dell'esploratore?""""Porca puttana Luke, l'ult"	"rt ehi jules, e #seimparassimo a guardare l'orizzonte con gli occhi speranzosi dell'esploratore?""""porca puttana luke, l'ult…"""
2269	Spenderò poche parole riguardo la trasferta di ieri a Benevento:PORCA PUTTANA CHE SONNO	0	0	Spenderò poche parole riguardo la trasferta di ieri a Benevento: PUTTANA CHE SONNO	spenderò poche parole riguardo la trasferta di ieri a benevento:porca puttana che sonno
2270	La mattina dopo mi sveglio con la consapevolezza e la tranquillitá che l'Inter é un sqMAURITO PORCA PUTTANA COSA TI SEI MAGNATOOOOOOO	0	0	La mattina mi con la consapevolezza e la tranquillitá che l'Inter é un sqMAURITO COSA TI SEI MAGNATOOOOOOO	la mattina dopo mi sveglio con la consapevolezza e la tranquillitá che l'inter é un sqmaurito porca puttana cosa ti sei magnatooooooo
2271	Farà puttanone ma con la frangia stavo bene...io....?? https://t.co/pKdGcP1f32	0	0	puttanone con la frangia ...io....? https://t.co/pKdGcP1f32	farà puttanone ma con la frangia stavo bene...io....??
2272	perché non sono nata donna porca puttanaa causa del ciclo ho un mal di pancia e un mal di testa orribileVOLEVO CHIAMARMI PINO IO	0	0	donna porca puttanaa causa del ciclo un mal di pancia e un mal di testa orribileVOLEVO CHIAMARMI PINO	perché non sono nata donna porca puttanaa causa del ciclo ho un mal di pancia e un mal di testa orribilevolevo chiamarmi pino io
